WBANNO,USDM_WEEK,LONGITUDE,LATITUDE,SMVWC_5_CM_MEAN,SMANOM_5_CM_MEAN,SMPERC_5_CM_30COUNTS,SMPERC_5_CM_70COUNTS,SMVWC_10_CM_MEAN,SMANOM_10_CM_MEAN,SMPERC_10_CM_30COUNTS,SMPERC_10_CM_70COUNTS,SMVWC_20_CM_MEAN,SMANOM_20_CM_MEAN,SMPERC_20_CM_30COUNTS,SMPERC_20_CM_70COUNTS,SMVWC_50_CM_MEAN,SMANOM_50_CM_MEAN,SMPERC_50_CM_30COUNTS,SMPERC_50_CM_70COUNTS,SMVWC_100_CM_MEAN,SMANOM_100_CM_MEAN,SMPERC_100_CM_30COUNTS,SMPERC_100_CM_70COUNTS,SMVWC_TOP_CM_MEAN,SMANOM_TOP_CM_MEAN,SMPERC_TOP_CM_30COUNTS,SMPERC_TOP_CM_70COUNTS,SMVWC_COLUMN_CM_MEAN,SMANOM_COLUMN_CM_MEAN,SMPERC_COLUMN_CM_30COUNTS,SMPERC_COLUMN_CM_70COUNTS
13301,20160801,-93.15,39.87,0.228,-0.28,0,0.006,0.276,-0.12,0,0,0.392,0.14,0,0.185,,,,,,,,,0.252,-0.21,0,0,,,,
13301,20160802,-93.15,39.87,0.245,-0.18,0,0.149,0.273,-0.12,0,0,0.376,0.07,0,0.042,,,,,,,,,0.259,-0.15,0,0.095,,,,
13301,20160803,-93.15,39.87,0.262,-0.08,0,0.292,0.273,-0.12,0,0,0.361,0.01,0,0,,,,,,,,,0.267,-0.1,0,0.125,,,,
13301,20160804,-93.15,39.87,0.274,0,0,0.304,0.273,-0.11,0,0,0.349,-0.04,0,0,,,,,,,,,0.274,-0.05,0,0.125,,,,
13301,20160805,-93.15,39.87,0.288,0.08,0,0.333,0.277,-0.09,0,0.018,0.341,-0.08,0,0.012,,,,,,,,,0.282,0.02,0,0.149,,,,
13301,20160806,-93.15,39.87,0.323,0.29,0,0.476,0.306,0.1,0,0.161,0.363,0.05,0,0.155,,,,,,,,,0.314,0.23,0,0.292,,,,
13301,20160807,-93.15,39.87,0.351,0.46,0,0.619,0.331,0.27,0,0.304,0.383,0.17,0,0.298,,,,,,,,,0.341,0.41,0,0.435,,,,
13301,20160808,-93.15,39.87,0.376,0.61,0,0.756,0.355,0.43,0,0.446,0.403,0.28,0,0.44,,,,,,,,,0.365,0.57,0,0.577,,,,
13301,20160809,-93.15,39.87,0.374,0.61,0,0.756,0.368,0.52,0,0.589,0.422,0.4,0,0.583,,,,,,,,,0.371,0.62,0,0.625,,,,
13301,20160810,-93.15,39.87,0.371,0.61,0,0.732,0.379,0.6,0,0.732,0.441,0.5,0,0.726,,,,,,,,,0.375,0.66,0,0.738,,,,
13301,20160811,-93.15,39.87,0.369,0.61,0,0.72,0.391,0.68,0,0.875,0.459,0.61,0,0.869,,,,,,,,,0.38,0.7,0,0.869,,,,
13301,20160812,-93.15,39.87,0.367,0.61,0,0.714,0.401,0.75,0,1,0.475,0.7,0,1,,,,,,,,,0.384,0.74,0,0.869,,,,
13301,20160813,-93.15,39.87,0.36,0.59,0,0.714,0.394,0.71,0,1,0.466,0.66,0,1,,,,,,,,,0.377,0.71,0,0.869,,,,
13301,20160814,-93.15,39.87,0.356,0.58,0,0.714,0.39,0.68,0,1,0.46,0.62,0,1,,,,,,,,,0.373,0.69,0,0.869,,,,
13301,20160815,-93.15,39.87,0.349,0.55,0,0.708,0.386,0.65,0,1,0.456,0.6,0,1,,,,,,,,,0.367,0.65,0,0.869,,,,
13301,20160816,-93.15,39.87,0.341,0.52,0,0.565,0.382,0.62,0,1,0.451,0.57,0,1,,,,,,,,,0.361,0.62,0,0.869,,,,
13301,20160817,-93.15,39.87,0.333,0.48,0,0.452,0.377,0.58,0,1,0.447,0.55,0,1,,,,,,,,,0.355,0.58,0,0.75,,,,
13301,20160818,-93.15,39.87,0.329,0.47,0,0.452,0.371,0.54,0,0.857,0.442,0.52,0,0.994,,,,,,,,,0.35,0.55,0,0.619,,,,
13301,20160819,-93.15,39.87,0.321,0.43,0,0.429,0.363,0.5,0,0.714,0.436,0.49,0,0.863,,,,,,,,,0.342,0.5,0,0.595,,,,
13301,20160820,-93.15,39.87,0.299,0.3,0,0.315,0.348,0.4,0,0.571,0.425,0.43,0,0.72,,,,,,,,,0.324,0.38,0,0.458,,,,
13301,20160821,-93.15,39.87,0.285,0.23,0,0.173,0.335,0.33,0,0.429,0.414,0.37,0,0.577,,,,,,,,,0.31,0.3,0,0.315,,,,
13301,20160822,-93.15,39.87,0.272,0.16,0,0.036,0.322,0.25,0,0.286,0.403,0.31,0,0.435,,,,,,,,,0.297,0.22,0,0.173,,,,
13301,20160823,-93.15,39.87,0.26,0.09,0,0.036,0.307,0.17,0,0.143,0.392,0.25,0,0.292,,,,,,,,,0.284,0.14,0,0.03,,,,
13301,20160824,-93.15,39.87,0.254,0.06,0,0.048,0.297,0.11,0,0.018,0.381,0.2,0,0.161,,,,,,,,,0.276,0.09,0,0.024,,,,
13301,20160825,-93.15,39.87,0.273,0.22,0,0.19,0.307,0.19,0,0.161,0.384,0.22,0,0.137,,,,,,,,,0.29,0.21,0,0.167,,,,
13301,20160826,-93.15,39.87,0.301,0.45,0,0.333,0.326,0.32,0,0.304,0.396,0.29,0,0.268,,,,,,,,,0.314,0.39,0,0.31,,,,
13301,20160827,-93.15,39.87,0.328,0.66,0,0.446,0.347,0.46,0,0.446,0.413,0.39,0,0.411,,,,,,,,,0.338,0.57,0,0.446,,,,
13301,20160828,-93.15,39.87,0.351,0.83,0,0.589,0.368,0.59,0,0.589,0.432,0.5,0,0.554,,,,,,,,,0.359,0.72,0,0.589,,,,
13301,20160829,-93.15,39.87,0.375,1.01,0,0.732,0.388,0.72,0,0.732,0.449,0.6,0,0.696,,,,,,,,,0.381,0.88,0,0.732,,,,
13301,20160830,-93.15,39.87,0.4,1.2,0,0.875,0.41,0.85,0,0.875,0.467,0.71,0,0.839,,,,,,,,,0.405,1.04,0,0.875,,,,
13301,20160831,-93.15,39.87,0.439,1.47,0,1,0.444,1.05,0,1,0.495,0.86,0,0.97,,,,,,,,,0.442,1.28,0,1,,,,
13301,20160901,-93.15,39.87,0.449,1.53,0,1,0.458,1.11,0,1,0.513,0.95,0,1,,,,,,,,,0.453,1.34,0,1,,,,
13301,20160902,-93.15,39.87,0.449,1.51,0,1,0.46,1.11,0,1,0.518,0.97,0,1,,,,,,,,,0.454,1.32,0,1,,,,
13301,20160903,-93.15,39.87,0.446,1.48,0,1,0.459,1.09,0,1,0.517,0.97,0,1,,,,,,,,,0.452,1.29,0,1,,,,
13301,20160904,-93.15,39.87,0.444,1.46,0,1,0.457,1.07,0,1,0.514,0.95,0,1,,,,,,,,,0.45,1.27,0,1,,,,
13301,20160905,-93.15,39.87,0.442,1.44,0,1,0.456,1.06,0,1,0.512,0.94,0,1,,,,,,,,,0.449,1.25,0,1,,,,
13301,20160906,-93.15,39.87,0.437,1.4,0,1,0.455,1.05,0,1,0.51,0.94,0,1,,,,,,,,,0.446,1.23,0,1,,,,
13301,20160907,-93.15,39.87,0.412,1.23,0,1,0.438,0.96,0,1,0.497,0.88,0,1,,,,,,,,,0.425,1.09,0,1,,,,
13301,20160908,-93.15,39.87,0.394,1.12,0,1,0.426,0.9,0,1,0.485,0.83,0,1,,,,,,,,,0.41,1,0,1,,,,
13301,20160909,-93.15,39.87,0.401,1.17,0,1,0.43,0.93,0,1,0.488,0.86,0,1,,,,,,,,,0.416,1.04,0,1,,,,
13301,20160910,-93.15,39.87,0.414,1.26,0,1,0.44,1,0,1,0.495,0.91,0,1,,,,,,,,,0.427,1.11,0,1,,,,
13301,20160911,-93.15,39.87,0.429,1.36,0,1,0.452,1.08,0,1,0.505,0.98,0,1,,,,,,,,,0.44,1.2,0,1,,,,
13301,20160912,-93.15,39.87,0.443,1.46,0,1,0.463,1.16,0,1,0.515,1.05,0,1,,,,,,,,,0.453,1.28,0,1,,,,
13301,20160913,-93.15,39.87,0.458,1.55,0,1,0.47,1.21,0,1,0.525,1.11,0,1,,,,,,,,,0.464,1.35,0,1,,,,
13301,20160914,-93.15,39.87,0.479,1.69,0,1,0.481,1.27,0,1,0.535,1.17,0,1,,,,,,,,,0.48,1.45,0,1,,,,
13301,20160915,-93.15,39.87,0.503,1.85,0,1,0.496,1.36,0,1,0.546,1.24,0,1,,,,,,,,,0.499,1.56,0,1,,,,
13301,20160916,-93.15,39.87,0.503,1.85,0,1,0.496,1.37,0,1,0.546,1.24,0,1,,,,,,,,,0.499,1.56,0,1,,,,
13301,20160917,-93.15,39.87,0.497,1.81,0,1,0.491,1.34,0,1,0.542,1.22,0,1,,,,,,,,,0.494,1.53,0,1,,,,
13301,20160918,-93.15,39.87,0.489,1.76,0,1,0.483,1.29,0,1,0.536,1.2,0,1,,,,,,,,,0.486,1.48,0,1,,,,
13301,20160919,-93.15,39.87,0.483,1.73,0,1,0.476,1.25,0,1,0.529,1.16,0,1,,,,,,,,,0.48,1.44,0,1,,,,
13301,20160920,-93.15,39.87,0.484,1.73,0,1,0.476,1.26,0,1,0.524,1.13,0,1,,,,,,,,,0.48,1.45,0,1,,,,
13301,20160921,-93.15,39.87,0.485,1.74,0,1,0.478,1.27,0,1,0.526,1.14,0,1,,,,,,,,,0.482,1.47,0,1,,,,
13301,20160922,-93.15,39.87,0.479,1.68,0,1,0.472,1.24,0,1,0.523,1.12,0,1,,,,,,,,,0.475,1.43,0,1,,,,
13301,20160923,-93.15,39.87,0.473,1.63,0,1,0.466,1.2,0,1,0.517,1.08,0,1,,,,,,,,,0.47,1.39,0,1,,,,
13301,20160924,-93.15,39.87,0.467,1.56,0,1,0.461,1.17,0,1,0.511,1.03,0,1,,,,,,,,,0.464,1.35,0,1,,,,
13301,20160925,-93.15,39.87,0.459,1.47,0,1,0.458,1.14,0,1,0.507,1,0,1,,,,,,,,,0.458,1.3,0,1,,,,
13301,20160926,-93.15,39.87,0.45,1.39,0,1,0.456,1.11,0,1,0.504,0.97,0,1,,,,,,,,,0.453,1.25,0,1,,,,
13301,20160927,-93.15,39.87,0.435,1.27,0,1,0.449,1.06,0,1,0.499,0.92,0,1,,,,,,,,,0.442,1.17,0,1,,,,
13301,20160928,-93.15,39.87,0.414,1.11,0,1,0.438,0.98,0,1,0.488,0.85,0,1,,,,,,,,,0.426,1.06,0,1,,,,
13301,20160929,-93.15,39.87,0.393,0.97,0,1,0.43,0.93,0,1,0.479,0.79,0,1,,,,,,,,,0.411,0.96,0,1,,,,
13301,20160930,-93.15,39.87,0.372,0.84,0,0.97,0.422,0.88,0,1,0.472,0.75,0,1,,,,,,,,,0.397,0.87,0,1,,,,
13301,20161001,-93.15,39.87,0.352,0.72,0,0.839,0.415,0.83,0,1,0.467,0.72,0,1,,,,,,,,,0.384,0.79,0,1,,,,
13301,20161002,-93.15,39.87,0.335,0.62,0,0.696,0.407,0.79,0,1,0.462,0.69,0,1,,,,,,,,,0.371,0.72,0,1,,,,
13301,20161003,-93.15,39.87,0.321,0.53,0,0.554,0.4,0.74,0,1,0.457,0.66,0,1,,,,,,,,,0.36,0.66,0,1,,,,
13301,20161004,-93.15,39.87,0.308,0.46,0,0.411,0.392,0.7,0,1,0.452,0.63,0,1,,,,,,,,,0.35,0.6,0,0.917,,,,
13301,20161005,-93.15,39.87,0.297,0.39,0,0.268,0.384,0.65,0,1,0.447,0.6,0,1,,,,,,,,,0.341,0.54,0,0.774,,,,
13301,20161006,-93.15,39.87,0.297,0.38,0,0.161,0.381,0.63,0,0.958,0.446,0.59,0,1,,,,,,,,,0.339,0.52,0,0.667,,,,
13301,20161007,-93.15,39.87,0.327,0.54,0,0.19,0.397,0.7,0,0.958,0.46,0.64,0,1,,,,,,,,,0.362,0.62,0,0.667,,,,
13301,20161008,-93.15,39.87,0.358,0.69,0,0.321,0.415,0.77,0,0.958,0.475,0.7,0,1,,,,,,,,,0.387,0.73,0,0.667,,,,
13301,20161009,-93.15,39.87,0.387,0.83,0,0.464,0.433,0.85,0,0.958,0.491,0.76,0,1,,,,,,,,,0.41,0.83,0,0.667,,,,
13301,20161010,-93.15,39.87,0.413,0.95,0,0.607,0.447,0.9,0,0.958,0.506,0.81,0,1,,,,,,,,,0.43,0.91,0,0.667,,,,
13301,20161011,-93.15,39.87,0.439,1.07,0,0.75,0.46,0.96,0,0.958,0.519,0.86,0,1,,,,,,,,,0.45,0.99,0,0.75,,,,
13301,20161012,-93.15,39.87,0.464,1.18,0,0.893,0.473,1,0,0.958,0.53,0.9,0,1,,,,,,,,,0.469,1.07,0,0.893,,,,
13301,20161013,-93.15,39.87,0.483,1.25,0,1,0.481,1.03,0,1,0.535,0.91,0,1,,,,,,,,,0.482,1.12,0,1,,,,
13301,20161014,-93.15,39.87,0.471,1.15,0,1,0.47,0.96,0,1,0.526,0.86,0,1,,,,,,,,,0.471,1.04,0,1,,,,
13301,20161015,-93.15,39.87,0.459,1.06,0,1,0.458,0.89,0,1,0.515,0.81,0,1,,,,,,,,,0.459,0.96,0,1,,,,
13301,20161016,-93.15,39.87,0.449,0.98,0,1,0.448,0.83,0,1,0.504,0.77,0,1,,,,,,,,,0.448,0.89,0,1,,,,
13301,20161017,-93.15,39.87,0.441,0.91,0,1,0.44,0.78,0,1,0.493,0.72,0,1,,,,,,,,,0.44,0.83,0,1,,,,
13301,20161018,-93.15,39.87,0.43,0.83,0,1,0.435,0.75,0,1,0.485,0.68,0,1,,,,,,,,,0.432,0.78,0,1,,,,
13301,20161019,-93.15,39.87,0.417,0.74,0,0.899,0.431,0.72,0,1,0.48,0.66,0,1,,,,,,,,,0.424,0.72,0,1,,,,
13301,20161020,-93.15,39.87,0.401,0.65,0,0.756,0.426,0.68,0,1,0.476,0.63,0,1,,,,,,,,,0.414,0.65,0,0.982,,,,
13301,20161021,-93.15,39.87,0.385,0.55,0,0.613,0.422,0.64,0,1,0.472,0.61,0,1,,,,,,,,,0.403,0.59,0,0.839,,,,
13301,20161022,-93.15,39.87,0.368,0.46,0,0.47,0.417,0.6,0,0.982,0.468,0.58,0,1,,,,,,,,,0.393,0.52,0,0.696,,,,
13301,20161023,-93.15,39.87,0.35,0.35,0,0.327,0.412,0.56,0,0.863,0.464,0.55,0,1,,,,,,,,,0.381,0.45,0,0.554,,,,
13301,20161024,-93.15,39.87,0.332,0.24,0,0.185,0.406,0.52,0,0.72,0.46,0.52,0,1,,,,,,,,,0.369,0.38,0,0.411,,,,
13301,20161025,-93.15,39.87,0.316,0.15,0,0.042,0.4,0.47,0,0.577,0.456,0.5,0,1,,,,,,,,,0.358,0.31,0,0.268,,,,
13301,20161026,-93.15,39.87,0.304,0.07,0,0,0.394,0.43,0,0.435,0.451,0.47,0,1,,,,,,,,,0.349,0.25,0,0.125,,,,
13301,20161027,-93.15,39.87,0.301,0.05,0,0,0.388,0.4,0,0.292,0.447,0.45,0,1,,,,,,,,,0.345,0.22,0,0,,,,
13301,20161028,-93.15,39.87,0.299,0.03,0,0,0.383,0.37,0,0.149,0.443,0.43,0,1,,,,,,,,,0.341,0.2,0,0,,,,
13301,20161029,-93.15,39.87,0.296,0.01,0,0,0.378,0.35,0,0.024,0.439,0.41,0,1,,,,,,,,,0.337,0.18,0,0,,,,
13301,20161030,-93.15,39.87,0.293,-0.01,0,0,0.373,0.33,0,0,0.435,0.4,0,0.988,,,,,,,,,0.333,0.16,0,0,,,,
13301,20161031,-93.15,39.87,0.291,-0.03,0,0,0.367,0.31,0,0,0.431,0.38,0,0.964,,,,,,,,,0.329,0.14,0,0,,,,
13301,20161101,-93.15,39.87,0.289,-0.05,0,0,0.363,0.3,0,0,0.427,0.37,0,0.911,,,,,,,,,0.326,0.12,0,0,,,,
13301,20161102,-93.15,39.87,0.288,-0.06,0,0,0.358,0.27,0,0,0.423,0.35,0,0.815,,,,,,,,,0.323,0.1,0,0,,,,
13301,20161103,-93.15,39.87,0.293,0,0,0.107,0.357,0.29,0,0.107,0.42,0.34,0,0.78,,,,,,,,,0.325,0.14,0,0.107,,,,
13301,20161104,-93.15,39.87,0.301,0.08,0,0.25,0.357,0.31,0,0.25,0.418,0.34,0,0.78,,,,,,,,,0.329,0.19,0,0.25,,,,
13301,20161105,-93.15,39.87,0.307,0.15,0,0.333,0.357,0.34,0,0.393,0.416,0.33,0,0.768,,,,,,,,,0.332,0.23,0,0.393,,,,
13301,20161106,-93.15,39.87,0.314,0.2,0,0.333,0.357,0.36,0,0.536,0.414,0.32,0,0.685,,,,,,,,,0.335,0.27,0,0.494,,,,
13301,20161107,-93.15,39.87,0.319,0.25,0,0.333,0.358,0.38,0,0.679,0.413,0.31,0,0.571,,,,,,,,,0.339,0.3,0,0.494,,,,
13301,20161108,-93.15,39.87,0.324,0.29,0,0.333,0.359,0.41,0,0.821,0.411,0.3,0,0.488,,,,,,,,,0.342,0.33,0,0.494,,,,
13301,20161109,-93.15,39.87,0.329,0.33,0,0.333,0.361,0.45,0,0.964,0.411,0.3,0,0.446,,,,,,,,,0.345,0.37,0,0.494,,,,
13301,20161110,-93.15,39.87,0.317,0.22,0,0.226,0.358,0.43,0,0.94,0.409,0.27,0,0.339,,,,,,,,,0.337,0.29,0,0.387,,,,
13301,20161111,-93.15,39.87,0.304,0.09,0,0.083,0.354,0.39,0,0.798,0.406,0.24,0,0.196,,,,,,,,,0.329,0.2,0,0.244,,,,
13301,20161112,-93.15,39.87,0.293,-0.02,0.024,0,0.349,0.35,0,0.655,0.403,0.21,0,0.065,,,,,,,,,0.321,0.12,0,0.101,,,,
13301,20161113,-93.15,39.87,0.283,-0.12,0.167,0,0.343,0.29,0,0.512,0.399,0.18,0,0.018,,,,,,,,,0.313,0.03,0,0,,,,
13301,20161114,-93.15,39.87,0.274,-0.2,0.31,0,0.337,0.22,0,0.369,0.396,0.14,0,0.012,,,,,,,,,0.306,-0.05,0.089,0,,,,
13301,20161115,-93.15,39.87,0.266,-0.28,0.452,0,0.331,0.14,0,0.226,0.391,0.1,0,0.006,,,,,,,,,0.299,-0.13,0.232,0,,,,
13301,20161116,-93.15,39.87,0.26,-0.34,0.595,0,0.325,0.05,0.054,0.083,0.387,0.05,0,0,,,,,,,,,0.292,-0.2,0.375,0,,,,
13301,20161117,-93.15,39.87,0.254,-0.4,0.738,0,0.318,-0.05,0.196,0,0.382,0,0,0,,,,,,,,,0.286,-0.27,0.518,0,,,,
13301,20161118,-93.15,39.87,0.249,-0.44,0.881,0,0.311,-0.15,0.339,0,0.377,-0.06,0,0,,,,,,,,,0.28,-0.34,0.661,0,,,,
13301,20161119,-93.15,39.87,0.245,-0.48,1,0,0.304,-0.26,0.482,0,0.371,-0.13,0,0,,,,,,,,,0.275,-0.4,0.804,0,,,,
13301,20161120,-93.15,39.87,0.241,-0.52,1,0,0.296,-0.38,0.625,0,0.365,-0.19,0.06,0,,,,,,,,,0.269,-0.47,0.946,0,,,,
13301,20161121,-93.15,39.87,0.238,-0.56,1,0,0.289,-0.49,0.768,0,0.359,-0.26,0.202,0,,,,,,,,,0.264,-0.52,1,0,,,,
13301,20161122,-93.15,39.87,0.234,-0.59,1,0,0.283,-0.59,0.911,0,0.353,-0.33,0.345,0,,,,,,,,,0.258,-0.57,1,0,,,,
13301,20161123,-93.15,39.87,0.231,-0.62,1,0,0.276,-0.68,1,0,0.348,-0.39,0.488,0,,,,,,,,,0.254,-0.62,1,0,,,,
13301,20161124,-93.15,39.87,0.23,-0.64,1,0,0.271,-0.74,1,0,0.343,-0.44,0.631,0,,,,,,,,,0.25,-0.65,1,0,,,,
13301,20161125,-93.15,39.87,0.229,-0.65,1,0,0.267,-0.77,1,0,0.339,-0.48,0.774,0,,,,,,,,,0.248,-0.67,1,0,,,,
13301,20161126,-93.15,39.87,0.228,-0.66,1,0,0.265,-0.79,1,0,0.336,-0.51,0.917,0,,,,,,,,,0.247,-0.67,1,0,,,,
13301,20161127,-93.15,39.87,0.229,-0.67,1,0,0.264,-0.78,1,0,0.333,-0.53,1,0,,,,,,,,,0.246,-0.67,1,0,,,,
13301,20161128,-93.15,39.87,0.234,-0.63,0.952,0,0.264,-0.76,1,0,0.332,-0.55,1,0,,,,,,,,,0.249,-0.64,0.958,0,,,,
13301,20161129,-93.15,39.87,0.247,-0.53,0.81,0,0.264,-0.73,1,0,0.331,-0.55,1,0,,,,,,,,,0.256,-0.57,0.815,0,,,,
13301,20161130,-93.15,39.87,0.257,-0.47,0.667,0,0.266,-0.7,1,0,0.33,-0.54,1,0,,,,,,,,,0.261,-0.52,0.774,0,,,,
13301,20161201,-93.15,39.87,0.264,-0.42,0.524,0,0.266,-0.68,1,0,0.329,-0.54,1,0,,,,,,,,,0.265,-0.48,0.774,0,,,,
13301,20161202,-93.15,39.87,0.271,-0.38,0.399,0,0.267,-0.66,1,0,0.328,-0.54,1,0,,,,,,,,,0.269,-0.45,0.774,0,,,,
13301,20161203,-93.15,39.87,0.276,-0.35,0.399,0,0.267,-0.64,1,0,0.327,-0.53,1,0,,,,,,,,,0.272,-0.43,0.774,0,,,,
13301,20161204,-93.15,39.87,0.282,-0.31,0.393,0,0.268,-0.62,1,0,0.326,-0.52,1,0,,,,,,,,,0.275,-0.42,0.774,0,,,,
13301,20161205,-93.15,39.87,0.297,-0.21,0.298,0.054,0.27,-0.59,1,0,0.325,-0.52,1,0,,,,,,,,,0.283,-0.35,0.673,0,,,,
13301,20161206,-93.15,39.87,0.304,-0.18,0.298,0.054,0.273,-0.56,1,0,0.325,-0.52,1,0,,,,,,,,,0.288,-0.33,0.673,0,,,,
13301,20161207,-93.15,39.87,0.312,-0.14,0.298,0.054,0.276,-0.53,1,0,0.324,-0.52,1,0,,,,,,,,,0.294,-0.3,0.571,0,,,,
13301,20161208,-93.15,39.87,0.32,-0.1,0.298,0.054,0.279,-0.5,1,0,0.324,-0.52,1,0,,,,,,,,,0.3,-0.28,0.429,0,,,,
13301,20161209,-93.15,39.87,0.328,-0.07,0.28,0.054,0.282,-0.48,1,0,0.324,-0.52,1,0,,,,,,,,,0.305,-0.25,0.286,0,,,,
13301,20161210,-93.15,39.87,0.337,-0.02,0.137,0.054,0.284,-0.45,1,0,0.324,-0.52,1,0,,,,,,,,,0.31,-0.22,0.149,0,,,,
13301,20161211,-93.15,39.87,0.345,0.02,0,0.054,0.287,-0.43,1,0,0.324,-0.53,1,0,,,,,,,,,0.316,-0.19,0.012,0,,,,
13301,20161212,-93.15,39.87,0.338,-0.05,0,0,0.288,-0.42,1,0,0.324,-0.54,1,0,,,,,,,,,0.313,-0.23,0.018,0,,,,
13301,20161213,-93.15,39.87,0.331,-0.11,0,0,0.287,-0.43,1,0,0.324,-0.55,1,0,,,,,,,,,0.309,-0.27,0.119,0,,,,
13301,20161214,-93.15,39.87,0.327,-0.15,0,0,0.286,-0.43,1,0,0.324,-0.56,1,0,,,,,,,,,0.306,-0.3,0.25,0,,,,
13301,20161215,-93.15,39.87,0.322,-0.19,0,0,0.285,-0.43,1,0,0.323,-0.57,1,0,,,,,,,,,0.304,-0.32,0.393,0,,,,
13301,20161216,-93.15,39.87,0.319,-0.22,0,0,0.284,-0.44,1,0,0.323,-0.58,1,0,,,,,,,,,0.302,-0.34,0.536,0,,,,
13301,20161217,-93.15,39.87,0.316,-0.25,0.06,0,0.284,-0.45,1,0,0.323,-0.59,1,0,,,,,,,,,0.3,-0.36,0.673,0,,,,
13301,20161218,-93.15,39.87,0.313,-0.29,0.19,0,0.283,-0.46,1,0,0.323,-0.59,1,0,,,,,,,,,0.298,-0.39,0.81,0,,,,
13301,20161219,-93.15,39.87,0.309,-0.33,0.333,0,0.282,-0.48,1,0,0.323,-0.6,1,0,,,,,,,,,0.296,-0.41,0.946,0,,,,
13301,20161220,-93.15,39.87,0.304,-0.38,0.476,0,0.282,-0.5,1,0,0.322,-0.6,1,0,,,,,,,,,0.293,-0.45,0.988,0,,,,
13301,20161221,-93.15,39.87,0.296,-0.46,0.619,0,0.282,-0.52,1,0,0.322,-0.6,1,0,,,,,,,,,0.289,-0.49,1,0,,,,
13301,20161222,-93.15,39.87,0.291,-0.52,0.762,0,0.281,-0.54,1,0,0.322,-0.6,1,0,,,,,,,,,0.286,-0.53,1,0,,,,
13301,20161223,-93.15,39.87,0.288,-0.57,0.905,0,0.281,-0.55,1,0,0.322,-0.6,1,0,,,,,,,,,0.285,-0.57,1,0,,,,
13301,20161224,-93.15,39.87,0.294,-0.55,0.893,0,0.281,-0.57,1,0,0.322,-0.61,1,0,,,,,,,,,0.288,-0.56,0.958,0,,,,
13301,20161225,-93.15,39.87,0.307,-0.47,0.762,0,0.282,-0.58,1,0,0.322,-0.62,1,0,,,,,,,,,0.294,-0.54,0.821,0,,,,
13301,20161226,-93.15,39.87,0.324,-0.36,0.619,0.042,0.291,-0.52,0.94,0,0.327,-0.59,0.94,0,,,,,,,,,0.308,-0.46,0.679,0,,,,
13301,20161227,-93.15,39.87,0.343,-0.24,0.476,0.042,0.31,-0.4,0.798,0,0.339,-0.53,0.798,0,,,,,,,,,0.326,-0.34,0.536,0,,,,
13301,20161228,-93.15,39.87,0.362,-0.11,0.333,0.042,0.327,-0.29,0.655,0,0.35,-0.46,0.655,0,,,,,,,,,0.344,-0.22,0.393,0,,,,
13301,20161229,-93.15,39.87,0.378,0,0.19,0.042,0.343,-0.18,0.512,0,0.361,-0.4,0.512,0,,,,,,,,,0.36,-0.12,0.25,0,,,,
13301,20161230,-93.15,39.87,0.392,0.1,0.048,0.042,0.358,-0.08,0.369,0,0.372,-0.35,0.369,0,,,,,,,,,0.375,-0.02,0.107,0,,,,
13301,20161231,-93.15,39.87,0.395,0.12,0,0.042,0.373,0.02,0.226,0,0.382,-0.28,0.226,0,,,,,,,,,0.384,0.04,0.006,0,,,,
13301,20170101,-93.15,39.87,0.392,0.09,0,0.042,0.387,0.11,0.083,0,0.393,-0.22,0.083,0,,,,,,,,,0.389,0.07,0,0,,,,
13301,20170102,-93.15,39.87,0.384,0.02,0,0,0.392,0.14,0,0,0.399,-0.19,0,0,,,,,,,,,0.388,0.06,0,0,,,,
13301,20170103,-93.15,39.87,0.379,-0.03,0,0,0.388,0.11,0,0,0.398,-0.21,0,0,,,,,,,,,0.383,0.02,0,0,,,,
13301,20170104,-93.15,39.87,0.378,-0.04,0,0,0.386,0.09,0,0,0.398,-0.22,0,0,,,,,,,,,0.382,0.01,0,0,,,,
13301,20170105,-93.15,39.87,0.376,-0.05,0,0,0.386,0.07,0,0,0.398,-0.22,0,0,,,,,,,,,0.381,0,0,0,,,,
13301,20170106,-93.15,39.87,0.375,-0.07,0,0,0.385,0.06,0,0,0.397,-0.23,0,0,,,,,,,,,0.38,-0.01,0,0,,,,
13301,20170107,-93.15,39.87,0.374,-0.08,0,0,0.385,0.05,0,0,0.397,-0.24,0,0,,,,,,,,,0.38,-0.02,0,0,,,,
13301,20170108,-93.15,39.87,0.372,-0.09,0.024,0,0.386,0.05,0,0,0.397,-0.24,0,0,,,,,,,,,0.379,-0.02,0,0,,,,
13301,20170109,-93.15,39.87,0.369,-0.12,0.167,0,0.386,0.05,0,0,0.396,-0.25,0.006,0,,,,,,,,,0.377,-0.04,0.012,0,,,,
13301,20170110,-93.15,39.87,0.362,-0.17,0.31,0,0.385,0.04,0,0,0.396,-0.26,0.012,0,,,,,,,,,0.374,-0.07,0.131,0,,,,
13301,20170111,-93.15,39.87,0.36,-0.2,0.345,0,0.385,0.02,0,0,0.395,-0.27,0.042,0,,,,,,,,,0.372,-0.09,0.155,0,,,,
13301,20170112,-93.15,39.87,0.363,-0.18,0.345,0,0.384,0.01,0,0,0.395,-0.28,0.06,0,,,,,,,,,0.373,-0.08,0.155,0,,,,
